in:Windows,in:Walls,in:Roof,in:Infiltration,out:<50kWh/m2,out:<80kWh/m2,out:Space heating demand [kWh/m2],out:Cooling demand [kWh/m2],out:Electricity demand [kWh/m2],out:Total Load Intensity [kWh/m2],out:Co2 emissions [kg],out:Peak_Rooms[W],out:LT_rooms,out:Peak_Attic[W],out:LT_Attic,out:pct_cold,out:cold_comf,out:pct_hot,out:hot_comf,img
sing_glazing,cavity_w_insulation,m_r_insulation,No gap_s + vA,False,False,137.757305,3.799688,48.306472,223.000159,51002.752962,858.739786,LT-ready,3481.077401,Almost LT-ready,0,True,16.621005,False,Windowssing_glazing_Wallscavity_w_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,cavity_w_insulation,m_r_insulation,No gap_s + vA,False,False,108.786742,3.545445,48.052228,193.775352,42933.906175,656.65057,LT-ready,3117.129872,Almost LT-ready,0,True,27.340183,False,Windowsmonumental_glas_Wallscavity_w_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,cavity_w_insulation,m_r_insulation,No gap_s + vA,False,False,93.624545,3.644851,48.151635,178.712562,38722.615334,549.071297,LT-ready,2936.015172,Almost LT-ready,0,True,38.390411,False,Windowsacht_w_foil_Wallscavity_w_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
HR++,cavity_w_insulation,m_r_insulation,No gap_s + vA,False,False,82.102654,3.687312,48.194096,167.233132,35520.757182,462.392269,LT-ready,2794.540659,Almost LT-ready,0,True,50.410959,False,WindowsHR++_Wallscavity_w_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,cavity_w_insulation,m_r_insulation,No gap_s + vA,False,True,75.022764,3.7494,48.256184,160.21533,33555.108523,407.644214,LT-ready,2706.346954,Almost LT-ready,0,True,59.46347,False,Windowsvacuum_glas_Wallscavity_w_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
sing_glazing,l_insulation,m_r_insulation,No gap_s + vA,False,False,136.722336,3.785753,48.292537,221.951255,50714.251124,849.927417,LT-ready,3467.580354,Almost LT-ready,0,True,16.757991,False,Windowssing_glazing_Wallsl_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,l_insulation,m_r_insulation,No gap_s + vA,False,False,107.719746,3.529152,48.035936,192.692064,42636.380037,647.544864,LT-ready,3103.082332,Almost LT-ready,0,True,27.853881,False,Windowsmonumental_glas_Wallsl_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,l_insulation,m_r_insulation,No gap_s + vA,False,False,92.550656,3.627101,48.133884,177.620922,38423.099182,539.798551,LT-ready,2921.635541,Almost LT-ready,0,True,39.155251,False,Windowsacht_w_foil_Wallsl_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
HR++,l_insulation,m_r_insulation,No gap_s + vA,False,False,81.09635,3.671729,48.178513,166.211245,35240.143759,452.973949,LT-ready,2779.840546,Almost LT-ready,0,True,51.506849,False,WindowsHR++_Wallsl_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,l_insulation,m_r_insulation,No gap_s + vA,False,True,74.025692,3.724985,48.231769,159.193843,33276.619094,398.125564,LT-ready,2691.389943,Almost LT-ready,0,True,60.993151,False,Windowsvacuum_glas_Wallsl_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
sing_glazing,m_insulation,m_r_insulation,No gap_s + vA,False,False,134.674107,3.756381,48.263164,219.873653,50143.208827,832.392628,LT-ready,3440.759508,Almost LT-ready,0,True,17.089041,False,Windowssing_glazing_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,m_insulation,m_r_insulation,No gap_s + vA,False,False,105.616081,3.501565,48.008349,190.560812,42050.011813,629.416889,LT-ready,3075.137517,Almost LT-ready,0,True,28.972603,False,Windowsmonumental_glas_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,m_insulation,m_r_insulation,No gap_s + vA,False,False,90.498146,3.606133,48.112917,175.547445,37851.288278,521.334055,LT-ready,2893.010214,Almost LT-ready,0,True,40.981735,False,Windowsacht_w_foil_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
HR++,m_insulation,m_r_insulation,No gap_s + vA,False,True,79.011833,3.638399,48.145183,164.093398,34658.811974,434.209757,LT-ready,2750.537343,Almost LT-ready,0,True,53.767123,False,WindowsHR++_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,m_insulation,m_r_insulation,No gap_s + vA,False,True,72.00794,3.701461,48.208245,157.152567,32714.345318,379.161728,LT-ready,2661.532406,Almost LT-ready,0,True,64.269406,False,Windowsvacuum_glas_Wallsm_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
sing_glazing,h_insulation,m_r_insulation,No gap_s + vA,False,False,133.582181,3.738049,48.244833,218.763396,49838.647869,823.154648,LT-ready,3426.64615,Almost LT-ready,0,True,17.39726,False,Windowssing_glazing_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,h_insulation,m_r_insulation,No gap_s + vA,False,False,104.528409,3.48016,47.986944,189.451735,41746.479535,619.861833,LT-ready,3060.418077,Almost LT-ready,0,True,29.634703,False,Windowsmonumental_glas_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,h_insulation,m_r_insulation,No gap_s + vA,False,False,89.382413,3.590134,48.096917,174.415712,37540.224086,511.598069,LT-ready,2877.916695,Almost LT-ready,0,True,42.031963,False,Windowsacht_w_foil_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
HR++,h_insulation,m_r_insulation,No gap_s + vA,False,True,77.899911,3.622198,48.128982,162.965275,34348.797452,424.312342,LT-ready,2735.062956,Almost LT-ready,0,True,55.057078,False,WindowsHR++_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,h_insulation,m_r_insulation,No gap_s + vA,False,True,70.89137,3.688223,48.195006,156.022758,32403.186933,369.1561,LT-ready,2645.731625,Almost LT-ready,0,True,65.913242,False,Windowsvacuum_glas_Wallsh_insulation_Roofm_r_insulation_InfiltrationNogap_s+vA.png
sing_glazing,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,161.615445,4.189029,48.695813,247.24764,57656.725049,1093.901216,LT-ready,3670.605211,Almost LT-ready,0,True,12.888128,False,Windowssing_glazing_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,133.023641,3.917737,48.424521,218.384544,49692.347422,898.606106,LT-ready,3314.712224,Almost LT-ready,0,True,18.824201,False,Windowsmonumental_glas_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,117.720351,4.020541,48.527324,203.184057,45441.992089,794.822753,LT-ready,3138.415221,Almost LT-ready,0,True,25.262557,False,Windowsacht_w_foil_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
HR++,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,105.992747,4.064257,48.571041,191.50017,42182.992627,711.350968,LT-ready,3001.467101,Almost LT-ready,0,True,31.267123,False,WindowsHR++_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,non_insulated_w,h_r_insulation,No gap_s + vA,False,False,98.694118,4.127691,48.634474,184.264974,40156.584874,658.757598,LT-ready,2916.742617,Almost LT-ready,0,True,36.438356,False,Windowsvacuum_glas_Wallsnon_insulated_w_Roofh_r_insulation_InfiltrationNogap_s+vA.png
sing_glazing,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,False,133.008282,3.713811,48.220594,218.165258,49677.842543,852.338001,LT-ready,3290.190417,Almost LT-ready,0,True,16.666667,False,Windowssing_glazing_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,False,103.848466,3.463353,47.970137,188.754985,41556.558631,649.597806,LT-ready,2920.395186,Almost LT-ready,0,True,27.694064,False,Windowsmonumental_glas_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
acht_w_foil,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,False,88.534302,3.55727,48.064053,173.534737,37302.733489,541.617496,LT-ready,2736.251948,Almost LT-ready,0,True,38.938356,False,Windowsacht_w_foil_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
HR++,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,True,76.976026,3.601252,48.108035,162.020443,34090.833785,454.575597,LT-ready,2592.3335,Almost LT-ready,0,True,50.947489,False,WindowsHR++_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
vacuum_glas,cavity_w_insulation,h_r_insulation,No gap_s + vA,False,True,69.829898,3.663942,48.170725,154.937005,32106.79598,399.573023,LT-ready,2502.548908,Almost LT-ready,0,True,60.353881,False,Windowsvacuum_glas_Wallscavity_w_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
sing_glazing,l_insulation,h_r_insulation,No gap_s + vA,False,False,131.960095,3.697531,48.204315,217.100792,49385.547434,843.496385,LT-ready,3276.442152,Almost LT-ready,0,True,16.803653,False,Windowssing_glazing_Wallsl_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
monumental_glas,l_insulation,h_r_insulation,No gap_s + vA,False,False,102.769451,3.439222,47.946006,187.651839,41255.296876,640.455195,LT-ready,2906.072405,Almost LT-ready,0,True,28.184932,False,Windowsmonumental_glas_Wallsl_insulation_Roofh_r_insulation_InfiltrationNogap_s+vA.png
